ds,y
2013-06-06,852.0174065
2013-06-07,852.0174065
2013-06-11,852.0174065
2013-06-12,852.0174065
2013-06-13,852.0174065
2013-06-14,852.0174065
2013-06-17,852.0174065
2013-06-18,852.0174065
2013-06-19,852.0174065
2013-06-20,852.0174065
2013-06-21,852.0174065
2013-06-24,852.0174065
2013-06-25,852.0174065
2013-06-26,852.0174065
2013-06-27,852.0174065
2013-06-28,852.0174065
2013-07-02,852.0174065
2013-07-03,852.0174065
2013-07-04,852.0174065
2013-07-05,852.0174065
2013-07-08,852.0174065
2013-07-09,852.0174065
2013-07-10,852.0174065
2013-07-11,852.0174065
2013-07-12,852.0174065
2013-07-15,917.557207
2013-07-16,917.557207
2013-07-17,917.557207
2013-07-18,917.557207
2013-07-19,917.557207
2013-07-22,917.557207
2013-07-23,917.557207
2013-07-24,917.557207
2013-07-25,917.557207
2013-07-26,917.557207
2013-07-29,917.557207
2013-07-30,917.557207
2013-07-31,917.557207
2013-08-01,917.557207
2013-08-02,917.557207
2013-08-05,917.557207
2013-08-06,917.557207
2013-08-08,917.557207
2013-08-09,917.557207
2013-08-12,852.0174065
2013-08-13,852.0174065
2013-08-14,852.0174065
2013-08-15,852.0174065
2013-08-16,852.0174065
2013-08-20,852.0174065
2013-08-21,852.0174065
2013-08-22,852.0174065
2013-08-23,852.0174065
2013-08-26,852.0174065
2013-08-27,852.0174065
2013-08-28,852.0174065
2013-08-29,852.0174065
2013-08-30,852.0174065
2013-09-02,917.557207
2013-09-03,917.557207
2013-09-04,917.557207
2013-09-05,917.557207
2013-09-06,917.557207
2013-09-09,917.557207
2013-09-10,917.557207
2013-09-11,917.557207
2013-09-12,917.557207
2013-09-13,917.557207
2013-09-16,852.0174065
2013-09-17,852.0174065
2013-09-18,852.0174065
2013-09-19,852.0174065
2013-09-20,852.0174065
2013-09-23,852.0174065
2013-09-24,852.0174065
2013-09-25,852.0174065
2013-09-26,852.0174065
2013-09-27,852.0174065
2013-10-01,852.0174065
2013-10-02,852.0174065
2013-10-03,852.0174065
2013-10-04,852.0174065
2013-10-07,852.0174065
2013-10-08,852.0174065
2013-10-09,852.0174065
2013-10-10,852.0174065
2013-10-11,852.0174065
2013-10-15,852.0174065
2013-10-16,852.0174065
2013-10-17,852.0174065
2013-10-18,852.0174065
2013-10-21,852.0174065
2013-10-22,852.0174065
2013-10-23,852.0174065
2013-10-24,852.0174065
2013-10-25,852.0174065
2013-10-28,852.0174065
2013-10-29,852.0174065
2013-10-30,852.0174065
2013-10-31,852.0174065
2013-11-01,852.0174065
2013-11-05,852.0174065
2013-11-06,852.0174065
2013-11-07,852.0174065
2013-11-08,852.0174065
